sample_id,class_name,class_id,recording_id,source_csv,window_start_row,window_end_row,min_valid_points,mean_valid_points
1609,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,551,558,9,12.375
1610,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,552,559,9,12.75
1611,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,553,560,9,12.625
1612,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,554,561,9,12.625
1613,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,555,562,9,12.0
1614,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,556,563,9,12.125
1615,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,557,564,9,11.375
1616,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,558,565,6,10.25
1617,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,559,566,6,9.25
1618,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,560,567,6,8.625
1619,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,561,568,6,8.375
1620,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,562,569,6,8.5
1621,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,563,570,6,8.125
1622,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,564,571,6,7.75
1623,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,565,572,6,8.0
1624,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,566,573,6,9.0
1625,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,567,574,6,9.875
1626,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,568,575,6,10.0
1627,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,569,576,6,10.75
1628,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,570,577,6,10.75
1629,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,571,578,7,10.875
1630,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,572,579,7,11.0
1631,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,573,580,7,11.125
1632,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,574,581,7,11.125
1633,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,575,582,7,11.0
1634,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,576,583,7,11.0
1635,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,577,584,7,10.75
1636,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,578,585,7,10.625
1637,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,579,586,9,11.0
1638,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,580,587,9,11.375
1639,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,581,588,8,10.75
1640,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,582,589,8,10.125
1641,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,583,590,7,9.5
1642,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,584,591,6,9.0
1643,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,585,592,6,8.75
1644,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,586,593,6,8.875
1645,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,587,594,6,9.0
1646,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,588,595,6,9.25
1647,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,589,596,6,9.5
1648,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,590,597,6,9.5
1649,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,591,598,6,9.5
1650,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,592,599,7,9.875
1651,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,593,600,7,10.25
1652,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,594,601,7,10.625
1653,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,595,602,7,10.125
1654,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,596,603,7,9.375
1655,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,597,604,7,9.875
1656,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,598,605,7,10.625
1657,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,599,606,7,11.375
1658,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,600,607,7,11.625
1659,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,601,608,7,11.375
1660,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,602,609,7,11.5
1661,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,603,610,8,12.125
1662,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,604,611,10,12.625
1663,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,605,612,6,11.625
1664,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,606,613,6,10.875
1665,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,607,614,6,10.5
1666,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,608,615,6,10.125
1667,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,609,616,6,10.125
1668,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,610,617,6,9.375
1669,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,611,618,6,8.625
1670,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,612,619,5,7.75
1671,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,613,620,5,7.75
1672,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,614,621,5,7.75
1673,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,615,622,5,7.75
1674,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,616,623,5,7.875
1675,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,617,624,5,7.875
1676,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,618,625,5,8.625
1677,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,619,626,5,9.25
1678,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,620,627,6,9.5
1679,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,621,628,7,10.5
1680,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,622,629,7,11.0
1681,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,623,630,7,11.125
1682,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,624,631,7,11.625
1683,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,625,632,7,12.375
1684,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,626,633,7,12.375
1685,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,627,634,7,12.75
1686,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,628,635,11,13.5
1687,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,629,636,8,12.75
1688,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,630,637,8,13.0
1689,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,631,638,8,13.25
1690,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,632,639,8,13.25
1691,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,633,640,8,12.25
1692,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,634,641,8,11.875
1693,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,635,642,6,10.875
1694,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,636,643,6,10.25
1695,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,637,644,5,9.875
1696,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,638,645,5,9.25
1697,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,639,646,5,9.25
1698,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,640,647,5,9.125
1699,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,641,648,5,9.25
1700,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,642,649,5,8.75
1701,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,643,650,5,9.125
1702,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,644,651,5,9.25
1703,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,645,652,7,10.125
1704,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,646,653,7,10.0
1705,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,647,654,7,9.375
1706,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,648,655,7,9.125
1707,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,649,656,7,9.375
1708,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,650,657,8,9.625
1709,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,651,658,8,9.625
1710,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,652,659,8,9.75
1711,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,661,668,5,10.625
1712,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,662,669,9,11.125
1713,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,663,670,9,11.125
1714,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,680,687,9,11.375
1715,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,681,688,9,11.0
1716,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,682,689,6,10.625
1717,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,683,690,6,10.375
1718,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,684,691,6,10.0
1719,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,685,692,5,9.0
1720,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,686,693,5,8.75
1721,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,687,694,5,8.375
1722,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,688,695,5,8.75
1723,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,689,696,5,9.5
1724,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,690,697,5,10.375
1725,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,691,698,5,10.875
1726,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,692,699,5,11.625
1727,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,693,700,10,12.375
1728,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,694,701,10,12.5
1729,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,695,702,11,12.75
1730,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,696,703,11,13.0
1731,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,697,704,11,12.75
1732,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,698,705,11,12.5
1733,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,699,706,11,12.75
1734,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,700,707,8,12.25
1735,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,701,708,8,12.125
1736,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,702,709,8,11.875
1737,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,703,710,8,11.625
1738,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,704,711,8,11.25
1739,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,705,712,8,11.375
1740,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,706,713,8,11.5
1741,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,707,714,8,11.875
1742,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,708,715,10,12.25
1743,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,709,716,10,12.5
1744,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,710,717,10,13.0
1745,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,711,718,11,13.375
1746,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,712,719,8,12.5
1747,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,713,720,8,12.0
1748,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,714,721,8,11.625
1749,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,715,722,8,10.875
1750,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,716,723,6,10.25
1751,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,717,724,6,9.5
1752,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,718,725,6,8.5
1753,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,719,726,5,7.5
1754,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,720,727,5,7.25
1755,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,721,728,5,7.0
1756,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,722,729,5,6.5
1757,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,723,730,5,5.875
1758,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,724,731,5,6.0
1759,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,725,732,5,6.375
1760,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,726,733,5,6.625
1761,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,727,734,5,6.875
1762,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,728,735,5,7.25
1763,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,729,736,5,7.25
1764,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,730,737,5,7.375
1765,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,731,738,6,7.875
1766,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,732,739,6,7.875
1767,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,733,740,6,8.0
1768,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,734,741,6,8.375
1769,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,735,742,6,8.75
1770,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,736,743,6,9.375
1771,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,737,744,6,10.0
1772,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,738,745,7,10.375
1773,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,762,769,6,9.5
1774,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,763,770,8,9.875
1775,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,764,771,8,9.5
1776,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,765,772,8,9.5
1777,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,766,773,8,9.375
1778,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,767,774,8,9.5
1779,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,768,775,6,8.75
1780,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,769,776,6,8.5
1781,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,770,777,6,8.125
1782,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,771,778,6,8.0
1783,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,772,779,6,8.375
1784,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,773,780,6,8.375
1785,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,774,781,6,8.5
1786,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,775,782,6,8.25
1787,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,776,783,5,8.125
1788,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,812,819,5,10.0
1789,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,813,820,7,10.625
1790,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,814,821,9,11.125
1791,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,815,822,8,10.75
1792,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,816,823,8,10.25
1793,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,817,824,8,10.5
1794,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,818,825,8,10.5
1795,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,819,826,8,11.0
1796,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,820,827,8,10.75
1797,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,821,828,8,10.875
1798,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,822,829,7,10.375
1799,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,823,830,7,10.25
1800,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,824,831,6,10.0
1801,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,825,832,6,9.5
1802,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,826,833,6,9.25
1803,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,827,834,6,8.375
1804,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,828,835,6,8.625
1805,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,829,836,6,9.625
1806,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,830,837,6,11.25
1807,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,831,838,6,12.875
1808,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,832,839,7,14.625
1809,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,833,840,7,15.5
1810,STANDING,0,STANDING:results_STOOD_EDDIE_174905,results_STOOD_EDDIE_174905.csv,834,841,7,16.0
1811,STANDING,0,STANDING:results_STOOD_EMMANUEL180704,results_STOOD_EMMANUEL180704.csv,0,7,5,9.375
1812,STANDING,0,STANDING:results_STOOD_EMMANUEL180704,results_STOOD_EMMANUEL180704.csv,1,8,5,8.5
1813,STANDING,0,STANDING:results_STOOD_EMMANUEL180704,results_STOOD_EMMANUEL180704.csv,2,9,5,7.625
1814,STANDING,0,STANDING:results_STOOD_EMMANUEL180704,results_STOOD_EMMANUEL180704.csv,3,10,5,7.0
1815,STANDING,0,STANDING:results_STOOD_EMMANUEL180704,results_STOOD_EMMANUEL180704.csv,4,11,5,7.75
1816,STANDING,0,STANDING:results_STOOD_EMMANUEL180704,results_STOOD_EMMANUEL180704.csv,5,12,5,8.25
1817,STANDING,0,STANDING:results_STOOD_EMMANUEL180704,results_STOOD_EMMANUEL180704.csv,6,13,5,8.875
1818,STANDING,0,STANDING:results_STOOD_EMMANUEL180704,results_STOOD_EMMANUEL180704.csv,7,14,5,9.125
1819,STANDING,0,STANDING:results_STOOD_EMMANUEL180704,results_STOOD_EMMANUEL180704.csv,8,15,5,9.625
1820,STANDING,0,STANDING:results_STOOD_EMMANUEL180704,results_STOOD_EMMANUEL180704.csv,9,16,5,10.25
1821,STANDING,0,STANDING:results_STOOD_EMMANUEL180704,results_STOOD_EMMANUEL180704.csv,10,17,5,10.875
1822,STANDING,0,STANDING:results_STOOD_EMMANUEL180704,results_STOOD_EMMANUEL180704.csv,11,18,10,12.125
1823,STANDING,0,STANDING:results_STOOD_EMMANUEL180704,results_STOOD_EMMANUEL180704.csv,12,19,10,12.125
1824,STANDING,0,STANDING:results_STOOD_EMMANUEL180704,results_STOOD_EMMANUEL180704.csv,13,20,10,12.0
1825,STANDING,0,STANDING:results_STOOD_EMMANUEL180704,results_STOOD_EMMANUEL180704.csv,14,21,8,11.75
1826,STANDING,0,STANDING:results_STOOD_EMMANUEL180704,results_STOOD_EMMANUEL180704.csv,15,22,8,11.625
1827,STANDING,0,STANDING:results_STOOD_EMMANUEL180704,results_STOOD_EMMANUEL180704.csv,16,23,8,11.375
1828,STANDING,0,STANDING:results_STOOD_EMMANUEL180704,results_STOOD_EMMANUEL180704.csv,17,24,8,11.125
1829,STANDING,0,STANDING:results_STOOD_EMMANUEL180704,results_STOOD_EMMANUEL180704.csv,18,25,6,10.5
1830,STANDING,0,STANDING:results_STOOD_EMMANUEL180704,results_STOOD_EMMANUEL180704.csv,19,26,6,9.75
1831,STANDING,0,STANDING:results_STOOD_EMMANUEL180704,results_STOOD_EMMANUEL180704.csv,20,27,6,9.625
1832,STANDING,0,STANDING:results_STOOD_EMMANUEL180704,results_STOOD_EMMANUEL180704.csv,21,28,6,9.875
1833,STANDING,0,STANDING:results_STOOD_EMMANUEL180704,results_STOOD_EMMANUEL180704.csv,22,29,6,10.875
1834,STANDING,0,STANDING:results_STOOD_EMMANUEL180704,results_STOOD_EMMANUEL180704.csv,23,30,6,11.625
1835,STANDING,0,STANDING:results_STOOD_EMMANUEL180704,results_STOOD_EMMANUEL180704.csv,24,31,6,11.625
1836,STANDING,0,STANDING:results_STOOD_EMMANUEL180704,results_STOOD_EMMANUEL180704.csv,25,32,6,11.75
1837,STANDING,0,STANDING:results_STOOD_EMMANUEL180704,results_STOOD_EMMANUEL180704.csv,26,33,9,12.5
1838,STANDING,0,STANDING:results_STOOD_EMMANUEL180704,results_STOOD_EMMANUEL180704.csv,27,34,10,12.625
1839,STANDING,0,STANDING:results_STOOD_EMMANUEL180704,results_STOOD_EMMANUEL180704.csv,28,35,10,12.75
